"check nest_search, when_found","who","source_id","species","ref_abb","locality","start_year","year","end_year","nests_hatched","nests_predated","nests_abandoned","nests_infertile","nests_failed_other_cause","nests_unknown_fate","prop_hatched","prop_predated","daily_survival_rate","ds_lwr","ds_upr","daily_predation_rate","dp_lwr","dp_upr","overall_nest_success","os_lwr","os_upr","overall_predation_rate","op_lwr","op_upr","uncertainty","exposure_days","estimation_method","nest_exposure_interval","nest_search_frequency","nest_check_frequency","when_most_nests_found","incubation_period","egg_laying_period","incubation+laying_period","study_anomaly","comments","nest level data in 'nests'","Data quality","Incubation_days","DPR_assumption","obs_time","years_nr","mean_year","Failed_together","N.nests","DPRtrans","DPR_source","DPR","period","Latitude","Belt"
NA,"mcragnolini",149,"Charadrius_sanctaehelenae","Burns et al. 2013","St. Helena Island",2007,"all",2010,65,103,4,NA,1,NA,NA,NA,0.95,"0.941","0.959",NA,NA,NA,0.215,"0.156","0.28",NA,NA,NA,"95%CI",1638,"bayesian",NA,NA,"1-2 per week",NA,NA,NA,"30","no","# of depredated calculated from 0.93 proportion predated from failed nests (173nests - 65 harchtd) =. 0.93*(173-65); predation includes complete or partial predation followed by abandonmend; overal survivle estimated by raising daily nest survival to the power of the length of the nesting period (30 days); survival estimated by MARK",NA,3,28,NA,0.5,4,2008.5,104,169,"YES",NA,0.0628815628815629,"after",-15.967,"South tropics"
NA,"Cdura, done",150,"Charadrius_alexandrinus","Székely et al. 1994","Miklapuzsta",1991,"all",1992,16,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,NA,"incubation",NA,NA,NA,NA,NA,NA,"yes","BE AWARE that they shoy a percentage of predated nests but this percentage actually includes trampled or disappeared nests!!!!!!! (So I have put this number into the total failed nests). anormality: they manualy reduced or enlarged clutches.",NA,NA,29,"Fail_is_depr",0.5,2,1991.5,52,68,"YES",NA,0.0853858784893268,"before",46.667,"North temperate"
NA,"ready",151,"Charadrius_alexandrinus","Pietrelli et al. 2001","Castel Porziano, near Rome",1991,NA,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,0.5,4,1992.5,NA,NA,"YES",NA,NA,"before",41.687,"North temperate"
NA,"apintaric",152,"Charadrius_alexandrinus","Kozstolány et al. 2009","Al Wathba Wetland Reserve",2005,"2005",2006,44,81,NA,NA,NA,NA,0.234,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225.25,"mayfield",NA,NA,"every_2nd",NA,"25",NA,NA,NA,"Nests of unknown fate not included in statistical analysis",NA,NA,29,NA,0.5,2,2005.5,81,125,"YES",NA,0.0661089573556417,"after",24.258,"North tropics"
NA,"apintaric",152,"Charadrius_alexandrinus","Kozstolány et al. 2009","Al Wathba Wetland Reserve",2005,"2006",2006,25,47,NA,NA,NA,NA,0.194,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703.25,"mayfield",NA,NA,"every_2nd",NA,"25",NA,NA,NA,"Nests of unknown fate not included in statistical analysis",NA,NA,29,NA,0.5,2,2005.5,47,72,"YES",NA,0.0668325630998934,"after",24.258,"North tropics"
NA,"jreneerkens",153,"Charadrius_alexandrinus","Al Rashidi et al. 2011","Farasan Islands",2007,"2007",2009,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,29,NA,0.5,3,2008,1,4,"YES",NA,0.0197044334975369,"after",16.681,"North tropics"
NA,"jreneerkens",153,"Charadrius_alexandrinus","Al Rashidi et al. 2011","Farasan Islands",2007,"2008",2009,15,94,2,NA,2,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,913.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,29,NA,0.5,3,2008,96,111,"YES",NA,0.102900930487137,"after",16.681,"North tropics"
NA,"jreneerkens",153,"Charadrius_alexandrinus","Al Rashidi et al. 2011","Farasan Islands",2007,"2009",2009,14,63,1,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,29,NA,0.5,3,2008,64,78,"YES",NA,0.0944527736131934,"after",16.681,"North tropics"
NA,"gbambini",154,"Charadrius_nivosus","Carmona-Isunza et al.2015","Ceuta",2014,"2014",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no nest success data presented","no",1,29,NA,0.5,1,2014,NA,NA,"YES",NA,NA,"after",23.9,"North tropics"
NA,"gbambini",154,"Charadrius_alexandrinus","Carmona-Isunza et al.2015","Maio ",2013,"2013",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no nest success data presented","no",1,29,NA,0.5,1,2013,NA,NA,"YES",NA,NA,"after",15.2,"North tropics"
NA,"gbambini",155,"Charadrius_alexandrinus","Al Rashidi 2016","Jabal lagoons",2015,"2015",2015,2,9,NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,"every_2nd",NA,NA,NA,NA,"no","Mainly about incubation schedule",NA,NA,29,NA,0.5,1,2015,10,12,"NO",NA,0.642857142857143,"after",27.065,"North tropics"
NA,"rlanctot",156,"Charadrius_nivosus","Paton 1994","Great Salt Lake, Utah",1990,"1990",1993,11,7,0,0,0,0,0.611,NA,NA,NA,NA,NA,NA,NA,0.492,"0.286","0.837",NA,NA,NA,"95%CI",252.3,"mayfield",NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,"yes","predator control in place","no",4,29,NA,0.6,4,1991.5,7,18,"YES",NA,0.0277447483154974,"before",41.083,"North temperate"
NA,"rlanctot",156,"Charadrius_nivosus","Paton 1994","Great Salt Lake, Utah",1990,"1991",1993,11,24,0,0,0,0,0.314,NA,NA,NA,NA,NA,NA,NA,0.197,"0.101","0.379",NA,NA,NA,"95%CI",400.2,"mayfield",NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,"yes","predator control in place","no",4,29,NA,0.6,4,1991.5,24,35,"YES",NA,0.0599700149925038,"before",41.083,"North temperate"
NA,"rlanctot",156,"Charadrius_nivosus","Paton 1994","Great Salt Lake, Utah",1990,"1992",1993,47,24,0,0,8,0,0.594,NA,NA,NA,NA,NA,NA,NA,0.445,"0.334","0.592",NA,NA,NA,"95%CI",1096.2,"mayfield",NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,"yes","predator control in place","no",4,29,NA,0.6,4,1991.5,32,79,"YES",NA,0.0218938149972633,"before",41.083,"North temperate"
NA,"rlanctot",156,"Charadrius_nivosus","Paton 1994","Great Salt Lake, Utah",1990,"1993",1993,4,25,0,0,0,0,0.133,NA,NA,NA,NA,NA,NA,NA,0.054,"0.107","0.165",NA,NA,NA,"95%CI",287.1,"mayfield",NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,"yes","predator control in place","no",4,29,NA,0.6,4,1991.5,25,29,"YES",NA,0.0870776732845698,"before",41.083,"North temperate"
NA,"rlanctot",156,"Charadrius_nivosus","Paton 1994","Great Salt Lake, Utah",1990,"1990",1993,33,20,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,0.381,"0.247","0.585",NA,NA,NA,"95%CI",748.2,"mayfield",NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,"no","no predator control at this site","no",4,29,NA,0.6,4,1991.5,20,53,"YES",NA,0.0267308206361935,"before",41.083,"North temperate"
NA,"rlanctot",156,"Charadrius_nivosus","Paton 1994","Great Salt Lake, Utah",1990,"1991",1993,18,46,NA,NA,9,NA,0.247,NA,NA,NA,NA,NA,NA,NA,0.113,"0.063","0.203",NA,NA,NA,"95%CI",791.7,"mayfield",NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,"no","no predator control at this site","no",4,29,NA,0.6,4,1991.5,55,73,"YES",NA,0.0581028167235064,"before",41.083,"North temperate"
NA,"rlanctot",156,"Charadrius_nivosus","Paton 1994","Great Salt Lake, Utah",1990,"1992",1993,13,35,NA,NA,7,NA,0.236,NA,NA,NA,NA,NA,NA,NA,0.129,"0.068","0.24",NA,NA,NA,"95%CI",591.6,"mayfield",NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,"no","no predator control at this site","no",4,29,NA,0.6,4,1991.5,42,55,"YES",NA,0.0591615956727519,"before",41.083,"North temperate"
NA,"rlanctot",156,"Charadrius_nivosus","Paton 1994","Great Salt Lake, Utah",1990,"1993",1993,33,38,NA,NA,NA,NA,0.471,NA,NA,NA,NA,NA,NA,NA,0.345,"0.168","0.695",NA,NA,NA,"95%CI",904.8,"mayfield",NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,"no","no predator control at this site","no",4,29,"Fail_is_depr",0.6,4,1991.5,38,71,"YES",NA,0.0419982316534041,"before",41.083,"North temperate"
NA,"eschlicht",157,"Charadrius_nivosus","Rupert 1997","Laguna Atascosa National Wildlife Refuge, Texas",1995,"1995",1996,10,27,NA,NA,6,NA,0.23,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.1,NA,NA,"1-2 per week","every_2nd",NA,NA,NA,NA,NA,"study sites visited 4 times per week; other failure cause: flooding during a thunderstorm",NA,NA,29,NA,0.6,2,1995.5,33,43,"YES",NA,0.0585556278464541,"before",26.267,"North tropics"
NA,"eschlicht",157,"Charadrius_nivosus","Rupert 1997","Laguna Atascosa National Wildlife Refuge, Texas",1995,"1996",1996,6,18,NA,NA,NA,NA,0.25,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,NA,NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,NA,"study sites visited twice per week",NA,NA,29,NA,0.6,2,1995.5,18,24,"YES",NA,0.0689655172413793,"before",26.267,"North tropics"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1984,"1984",1984,52,15,4,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1984,20,72,"YES",NA,0.0166852057842047,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1985,"1985",1985,59,28,7,1,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1985,37,96,"YES",NA,0.0247568523430592,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1986,"1986",1986,57,40,3,0,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1247,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1986,58,115,"YES",NA,0.0320769847634322,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1987,"1987",1987,50,36,5,0,9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051.25,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1987,45,95,"YES",NA,0.0342449464922711,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1988,"1988",1988,31,25,3,0,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.75,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1988,29,60,"YES",NA,0.0378931413414172,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1989,"1989",1989,39,26,2,0,6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797.5,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1989,32,71,"YES",NA,0.0326018808777429,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1990,"1990",1990,25,45,3,0,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768.5,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1990,56,81,"YES",NA,0.0585556278464541,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1991,"1991",1991,32,30,2,0,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732.25,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1991,37,69,"YES",NA,0.0409696142027996,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1992,"1992",1992,52,8,7,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855.5,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1992,14,66,"YES",NA,0.00935125657510228,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1993,"1993",1993,45,4,10,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717.75,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1993,9,54,"YES",NA,0.00557297109021247,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1994,"1994",1994,45,5,3,2,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848.25,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1994,25,70,"YES",NA,0.00589448865310934,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1995,"1995",1995,49,8,12,2,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884.5,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1995,22,71,"YES",NA,0.00904465799886942,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1996,"1996",1996,65,15,5,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1116.5,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1996,23,88,"YES",NA,0.0134348410210479,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1997,"1997",1997,73,9,12,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167.25,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1997,14,87,"YES",NA,0.0077104304990362,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1998,"1998",1998,53,6,1,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1998,10,63,"YES",NA,0.00713436385255648,"before",36.727,"North temperate"
NA,"gbambini",158,"Charadrius_nivosus","Neuman 2003","Monterey Bay, California",1999,"1999",1999,34,3,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587.25,NA,"observed",NA,NA,NA,"28","3-5",NA,NA,"'nests visited 3-4 times per week but at some locations as infrequently as once a week or as frequently as daily''",NA,NA,29,NA,0.5,1,1999,10,44,"YES",NA,0.00510855683269476,"before",36.727,"North temperate"
NA,"jreneerkens",159,"Charadrius_nivosus","Demers & Robinson-Nilsen 2012"," California, Eden Landing Ecological Reserve",2009,"2009",2010,41,22,3,NA,4,3,NA,NA,0.963,"0.832","0.993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939.6,"logistic exposure models",NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,"yes","without camera near nest. Two clutches ""lost at hatch"" were classified as ""unknown fate"".",NA,4,29,NA,0.6,2,2009.5,26,67,"YES",NA,0.0234142188165177,"after",37.587,"North temperate"
NA,"jreneerkens",159,"Charadrius_nivosus","Demers & Robinson-Nilsen 2012"," California, Eden Landing Ecological Reserve",2009,"2009",2010,12,10,NA,NA,2,NA,NA,NA,0.983,"0.863","0.998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.2,"logistic exposure models",NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,"yes","with camera near nest.",NA,4,29,NA,0.6,2,2009.5,12,24,"YES",NA,0.0319284802043423,"after",37.587,"North temperate"
NA,"jreneerkens",159,"Charadrius_nivosus","Demers & Robinson-Nilsen 2012"," California, Eden Landing Ecological Reserve",2009,"2010",2010,33,84,1,NA,2,2,NA,NA,0.933,"0.797","0.992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322.4,"logistic exposure models",NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,"yes","without camera near nest. One clutch that was ""lost at hatch"" was classified as ""unknown fate"".",NA,4,29,NA,0.6,2,2009.5,86,119,"YES",NA,0.0635208711433757,"after",37.587,"North temperate"
NA,"jreneerkens",159,"Charadrius_nivosus","Demers & Robinson-Nilsen 2012"," California, Eden Landing Ecological Reserve",2009,"2010",2010,12,7,1,NA,NA,NA,NA,NA,0.971,"0.844","0.998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.7,"logistic exposure models",NA,"1-2 per week","1-2 per week",NA,NA,NA,NA,"yes","with camera near nest.",NA,4,29,NA,0.6,2,2009.5,7,19,"YES",NA,0.0259547645532073,"after",37.587,"North temperate"
NA,"eschlicht",160,"Charadrius_ruficapillus","Tan et al. 2015","Cheetham Wetlands, Victoria",2012,"2012",2013,28,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,NA,NA,NA,"1-2 per week",NA,"30",NA,NA,"yes","end year not= start year because southern hemisphere study; nest searches ""intensive""; incubation period assumed, not measured; 18 nests not included in the total of 70 were flooded (3) or abandoned (15); anomaly: 26 of the 70 nests protected with exclosures; exclosure nests: 1 depredated, 25 hatched; unprotected nests: 41 depredated, 3 hatched. Data avaiilable on repository: http://dx.doi.org/10.5061/dryad.0ms70",NA,NA,28,NA,0.5,2,2012.5,42,70,"YES",NA,0.0612244897959184,"after",-37.885,"South temperate"
NA,"eschlicht",161,"Charadrius_peronii","Yasué et al. 2007","Khao Sam Roi Yod National Park",2004,"2004",2005,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,NA,NA,"1-2 per week",NA,NA,NA,NA,NA,"sample sizes as far as I can see inconsistently reported",NA,NA,28,NA,0.5,2,2004.5,9,26,"YES",NA,0.0299003322259136,"after",12.197,"North tropics"
NA,"eschlicht",161,"Charadrius_peronii","Yasué et al. 2007","Khao Sam Roi Yod National Park",2004,"2005",2005,17,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,NA,NA,"1-2 per week",NA,NA,NA,NA,NA,"sample sizes as far as I can see inconsistently reported",NA,NA,28,NA,0.5,2,2004.5,14,31,"YES",NA,0.0416666666666667,"after",12.197,"North tropics"
NA,"eschlicht",161,"Charadrius_peronii","Yasué et al. 2007","Khao Sam Roi Yod National Park",2004,"2004",2005,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,"1-2 per week",NA,NA,NA,NA,NA,"sample sizes as far as I can see inconsistently reported",NA,NA,28,NA,0.5,2,2004.5,5,11,"YES",NA,0.0420168067226891,"after",12.197,"North tropics"
NA,"eschlicht",161,"Charadrius_peronii","Yasué et al. 2007","Khao Sam Roi Yod National Park",2004,"2005",2005,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,"1-2 per week",NA,NA,NA,NA,NA,"sample sizes as far as I can see inconsistently reported",NA,NA,28,NA,0.5,2,2004.5,12,21,"YES",NA,0.0571428571428571,"after",12.197,"North tropics"
NA,"apintaric",162,"Charadrius_bicinctus","Keedwell & Sanders 2002","Ohau River, South Island",1998,"all",2000,NA,11,NA,NA,NA,NA,NA,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.25,NA,NA,NA,"daily",NA,"28",NA,NA,NA,"22 nests monitored daily and by camera trap nad 17 only by camera trap. Study mostly intereted in predtor visits to the nest but not necessarily actual predation events",NA,NA,31,NA,0.5,3,1999,NA,39,"YES",NA,0.129032258064516,"before",-44.333,"South temperate"
NA,"jreneerkens",163,"Thinornis_rubricollis","Dowling & Weston 1999","Mornington Peninsula NP, Victoria",1991,"1991",1997,8,0,NA,NA,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,"1-2 per week",NA,NA,NA,NA,"no",NA,NA,4,30,NA,0.5,7,1994,8,16,"YES",NA,0,"before",-38.388,"South temperate"
NA,"jreneerkens",163,"Thinornis_rubricollis","Dowling & Weston 1999","Mornington Peninsula NP, Victoria",1991,"1992",1997,16,2,NA,NA,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.5,NA,NA,NA,"1-2 per week",NA,NA,NA,NA,"no",NA,NA,4,30,NA,0.5,7,1994,19,35,"YES",NA,0.00522875816993464,"before",-38.388,"South temperate"
NA,"jreneerkens",163,"Thinornis_rubricollis","Dowling & Weston 1999","Mornington Peninsula NP, Victoria",1991,"1993",1997,3,4,2,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,"1-2 per week",NA,NA,NA,NA,"no",NA,NA,4,30,NA,0.5,7,1994,12,15,"YES",NA,0.0296296296296296,"before",-38.388,"South temperate"
NA,"jreneerkens",163,"Thinornis_rubricollis","Dowling & Weston 1999","Mornington Peninsula NP, Victoria",1991,"1994",1997,2,0,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,"1-2 per week",NA,NA,NA,NA,"no",NA,NA,4,30,NA,0.5,7,1994,1,3,"YES",NA,0,"before",-38.388,"South temperate"
NA,"jreneerkens",163,"Thinornis_rubricollis","Dowling & Weston 1999","Mornington Peninsula NP, Victoria",1991,"1995",1997,7,0,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,"1-2 per week",NA,NA,NA,NA,"no",NA,NA,4,30,NA,0.5,7,1994,4,11,"YES",NA,0,"before",-38.388,"South temperate"
NA,"jreneerkens",163,"Thinornis_rubricollis","Dowling & Weston 1999","Mornington Peninsula NP, Victoria",1991,"1996",1997,21,0,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,"1-2 per week",NA,NA,NA,NA,"no",NA,NA,4,30,NA,0.5,7,1994,8,29,"YES",NA,0,"before",-38.388,"South temperate"
NA,"jreneerkens",163,"Thinornis_rubricollis","Dowling & Weston 1999","Mornington Peninsula NP, Victoria",1991,"1997",1997,11,0,NA,NA,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.5,NA,NA,NA,"1-2 per week",NA,NA,NA,NA,"no",NA,NA,4,30,NA,0.5,7,1994,7,18,"YES",NA,0,"before",-38.388,"South temperate"
NA,"jreneerkens",164,"Thinornis_rubricollis","Baird & Daan 2003","Phillip Island, southern Victoria",1992,"all",1996,13,21,NA,NA,13,13,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,NA,NA,"once-twice per week","1-2 per week",NA,NA,NA,NA,NA,"Number of nests hatched/predated etc is deduced from percentage of a total and due to rounding may be 1 f for each category.",NA,4,30,NA,0.6,5,1994,34,47,"YES",NA,0.0388888888888889,"before",-38.48,"South temperate"
NA,"ready",165,"Thinornis_novaeseelandiae","Davis 1994","Rangatira (South East) island",1984,NA,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,NA,0.5,2,1984.5,NA,NA,"YES",NA,NA,"before",-44.347,"South temperate"
NA,"Cdura, done",166,"Rostratula_benghalensis","Hsu & Severinghaus 2011","I-Lan (in the city!!!)",2005,"2005",2005,12,2,0,0,3,NA,0.7059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.1,NA,NA,NA,"1-2 per week","early incubation",NA,NA,NA,"no","One of the nest predated was suspected to be predated but not 100% sure",NA,NA,23,NA,0.6,1,2005,5,17,"YES",NA,0.00999500249875063,"after",24.717,"North tropics"
